repoId,issueId,I_url,I_createdAt,I_authorName,I_authorAssociation,I_authorGender,I_state,I_closedAt,I_numberOfComments,I_numberOfAssignees,I_numberOfParticipants,I_assignmentActorName,I_firstAssigneeName,I_timeUntilFirstComment,I_meanCommentInterval,I_timeUntilFirstAssignment,I_timeUntilClosed,I_age,I_labeledAsSecurityIssue,I_status,I_clear,I_info,I_pullRequest,I_roleOfAuthorInPR,I_numberOfCommentsInPR,I_numberOfParticipantsInPR,I_prDiscussionChallenge
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0NjIzMTIzMjY=,https://github.com/OpenLiberty/open-liberty/issues/8096,6/29/2019 15:25:03,Toshi Yamamoto,CONTRIBUTOR,male,CLOSED,7/7/2019 20:21:19,1,1,1,Toshi Yamamoto,Toshi Yamamoto,.00201388888888889, ,0,8.20555555555556,8.20555555555556,1,ACCEPTED,No,None,Multiple Reviews,Creator,12,2,Medium
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0NjgyMTU5MTA=,https://github.com/OpenLiberty/open-liberty/issues/8203,7/15/2019 16:14:22,Bruce Tiffany,MEMBER,male,CLOSED,7/24/2019 14:47:47,1,1,1,Bruce Tiffany,Bruce Tiffany,.206574074074074, ,0,8.93958333333333,8.93958333333333,1,ACCEPTED,Yes,None,Single Review,Creator,21,2,Medium
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0Njk5ODAzMjk=,https://github.com/OpenLiberty/open-liberty/issues/8284,7/18/2019 20:43:39, ,CONTRIBUTOR,unknown,CLOSED,7/29/2019 15:21:18,2,1,2, , ,.0400231481481481,4.75763888888889,3.77847222222222,10.7756944444444,10.7756944444444,1,ACCEPTED,Yes,Reproducability,Single Review,Reviewer,6,2,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0NzE4ODQxMTg=,https://github.com/OpenLiberty/open-liberty/issues/8324,7/23/2019 19:18:22,Adam Yoho,MEMBER,male,CLOSED,3/19/2020 21:51:49,2,2,2,Adam Yoho,Adam Yoho,33.8547569444444,206.251388888889,0,240.10625,240.10625,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0NzQ2Mjk1NzM=,https://github.com/OpenLiberty/open-liberty/issues/8391,7/30/2019 14:46:01,Bruce Tiffany,MEMBER,male,CLOSED,12/18/2019 16:46:23,1,0,1, , ,141.083506944444, , ,141.083333333333,141.083333333333,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0ODE2NTE3MTY=,https://github.com/OpenLiberty/open-liberty/issues/8630,8/16/2019 15:01:31,Chris Crane,MEMBER,male,CLOSED,9/3/2019 17:30:09,5,1,2,Chris Crane,Chris Crane,.00751157407407407,3.24340277777778,0,18.1027777777778,18.1027777777778,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0ODk5NTAyNDA=,https://github.com/OpenLiberty/open-liberty/issues/8860,9/5/2019 19:14:35, ,MEMBER,unknown,CLOSED,10/18/2019 14:56:30,1,1,1,Adam Yoho,Adam Yoho,.000497685185185185, ,41.9875,42.8201388888889,42.8201388888889,1,ACCEPTED,No,None,Single Review,No,6,2,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU0OTQzNTUxMDk=,https://github.com/OpenLiberty/open-liberty/issues/9008,9/17/2019 1:37:22,Atosa Khoddamhazrati,NONE,female,OPEN, ,1,2,1,Atosa Khoddamhazrati,Fred Rowe,160.746388888889, ,0, ,189.931944444444,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MTE0MjY1NzI=,https://github.com/OpenLiberty/open-liberty/issues/9450,10/23/2019 16:04:51, ,NONE,unknown,CLOSED,3/9/2020 16:39:15,7,1,2,Bruce Tiffany,Bruce Tiffany,.0315509259259259,22.9983796296296,.0368055555555556,138.023611111111,138.023611111111,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MTM1NDA0MTg=,https://github.com/OpenLiberty/open-liberty/issues/9516,10/28/2019 20:30:44, ,MEMBER,unknown,CLOSED,11/25/2019 16:59:00,20,1,2,Chunlong Liang,Bruce Tiffany,15.8562384259259,3.2608918128655,20.8777777777778,27.8527777777778,27.8527777777778,1,ACCEPTED,Yes,Documentation,Single Review,No,13,2,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MTU3MzA1NDg=,https://github.com/OpenLiberty/open-liberty/issues/9601,10/31/2019 20:40:21,Bruce Tiffany,MEMBER,male,CLOSED,11/25/2019 17:10:01,1,1,1,Bruce Tiffany,Bruce Tiffany,24.853912037037, ,5.76944444444444,24.8534722222222,24.8534722222222,1,REJECTED,Yes,None,Multiple Reviews,Creator,16,4,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MjMxNzM1NDM=,https://github.com/OpenLiberty/open-liberty/issues/9788,11/14/2019 23:59:17,Kristen Clarke,MEMBER,female,CLOSED,11/22/2019 20:42:14,4,1,2,Adam Yoho,Adam Yoho,.690231481481481,5.69583333333333,5.61875,7.8625,7.8625,1,ACCEPTED,Yes,None,Multiple Reviews,No,29,4,High
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MjUwNjAxODI=,https://github.com/OpenLiberty/open-liberty/issues/9841,11/19/2019 14:54:11,Bruce Tiffany,MEMBER,male,CLOSED,1/27/2020 16:14:23,2,2,1,Bruce Tiffany,Adam Yoho,.00263888888888889,69.0527777777778,0,69.0555555555556,69.0555555555556,1,REJECTED,No,None,Multiple Reviews,Reviewer,12,3,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MjUwOTkxOTE=,https://github.com/OpenLiberty/open-liberty/issues/9847,11/19/2019 15:54:52,Alasdair Nottingham,MEMBER,male,OPEN, ,8,2,4,James Mulvey,James Mulvey,1.10071759259259,15.9597222222222,17.0173611111111, ,126.336805555556,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1MjUyODI3NTY=,https://github.com/OpenLiberty/open-liberty/issues/9860,11/19/2019 21:38:04,Kristi Peterson,CONTRIBUTOR,female,CLOSED,3/3/2020 20:19:14,1,0,1, , ,104.94525462963, , ,104.945138888889,104.945138888889,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1Mzc2MzYzNDQ=,https://github.com/OpenLiberty/open-liberty/issues/10155,12/13/2019 16:15:47,Bruce Tiffany,MEMBER,male,CLOSED,1/8/2020 18:54:56,2,1,1,Bruce Tiffany,Bruce Tiffany,25.0833912037037,1.02708333333333,26.1104166666667,26.1104166666667,26.1104166666667,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1NTMxNDQ2NDk=,https://github.com/OpenLiberty/open-liberty/issues/10516,1/21/2020 21:35:18,David Shi,NONE,male,CLOSED,2/12/2020 16:40:18,3,1,2,Chunlong Liang,Chunlong Liang,.00188657407407407,3.37986111111111,.00694444444444444,21.7951388888889,21.7951388888889,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1NjQ5NjQyMDY=,https://github.com/OpenLiberty/open-liberty/issues/10894,2/13/2020 21:36:09,Ut Le,MEMBER,unknown,OPEN, ,2,1,1,Ut Le,Ut Le,4.72155092592593,1.06041666666667,0, ,40.0993055555556,1,PENDING,No,None,Single Review,No,7,2,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1NzAwMzk2ODU=,https://github.com/OpenLiberty/open-liberty/issues/11029,2/24/2020 18:22:58,Bruce Tiffany,MEMBER,male,CLOSED,4/6/2020 14:24:41,3,1,1,Adam Yoho,Bruce Tiffany,.00231481481481482,12.4493055555556,13.9006944444444,41.8340277777778,41.8340277777778,1,ACCEPTED,Yes,Reproducability,Single Review,Creator,19,4,Low
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1NzY1OTI2MDg=,https://github.com/OpenLiberty/open-liberty/issues/11208,3/5/2020 23:27:51, ,MEMBER,unknown,OPEN, ,1,1,1, , ,28.8411574074074, ,7.85694444444444, ,19.0222222222222,1,PENDING,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDM2OTQzNzc=,MDU6SXNzdWU1ODMxMTk0MjE=,https://github.com/OpenLiberty/open-liberty/issues/11351,3/17/2020 15:59:00,Bruce Tiffany,MEMBER,male,OPEN, ,1,2,1,Bruce Tiffany,Ut Le,1.19863425925926, ,0, ,7.33402777777778,1,PENDING,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDU5OTI5,MDU6SXNzdWU0NDU4MzY1MQ==,https://github.com/php-coder/mystamps/issues/73,10/1/2014 16:17:33,Slava Semushin,OWNER,male,CLOSED,12/8/2016 22:46:58,5,1,1,Slava Semushin,Slava Semushin,317.790844907407,120.369618055556,0,799.270138888889,799.270138888889,1,ACCEPTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDU5OTI5,MDU6SXNzdWUxODU2MjAyMjY=,https://github.com/php-coder/mystamps/issues/496,10/27/2016 9:41:39,Slava Semushin,OWNER,male,CLOSED,1/5/2017 21:32:11,1,1,1,Slava Semushin,Slava Semushin,70.4934259259259, ,70.4930555555556,70.4930555555556,70.4930555555556,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDU5OTI5,MDU6SXNzdWUyMTMyODU4Nzg=,https://github.com/php-coder/mystamps/issues/543,3/10/2017 9:18:09,Slava Semushin,OWNER,male,CLOSED,3/13/2017 10:02:25,5,1,2,Slava Semushin,Ben Y,1.74972222222222,.181770833333333,4.06180555555556,3.03055555555556,3.03055555555556,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDU5OTI5,MDU6SXNzdWUyNDE1Njg0OTc=,https://github.com/php-coder/mystamps/issues/611,7/9/2017 23:32:26,Slava Semushin,OWNER,male,OPEN, ,3,1,1,Slava Semushin,Slava Semushin,1.75825231481481,164.002430555556,260.959722222222, ,989.01875,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDY0NTYz,MDU6SXNzdWUyNjg3MTgy,https://github.com/netty/netty/issues/141,12/30/2011 7:42:04,Trustin Lee,MEMBER,male,CLOSED,1/9/2012 13:11:53,2,1,2, ,Trustin Lee,.0469675925925926,.0180555555555556,.0159722222222222,10.2284722222222,10.2284722222222,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMDY2MzM2MA==,MDU6SXNzdWUxNjcyMTEzMTE=,https://github.com/mycelium-com/wallet-android/issues/284,7/24/2016 1:04:55,Leo Wandersleb,COLLABORATOR,male,CLOSED,7/24/2019 0:34:22,1,0,1, , ,1094.97878472222, , ,1094.97847222222,1094.97847222222,1,ACCEPTED,No,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,MDU6SXNzdWU2NDMyNTQ3OA==,https://github.com/dropwizard/dropwizard/issues/953,3/25/2015 17:23:22,Deepu Mohan Puthrote,NONE,male,CLOSED,4/25/2015 10:17:28,4,0,3, , ,6.5987037037037,6.76087962962963, ,30.7041666666667,30.7041666666667,1,ACCEPTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,MDU6SXNzdWUzNTcyNjI3NTk=,https://github.com/dropwizard/dropwizard/issues/2480,9/5/2018 14:41:50,Joakim Erdfelt,NONE,male,CLOSED,9/15/2018 17:34:47,3,0,2, , ,.981574074074074,.457291666666667, ,10.1194444444444,10.1194444444444,1,ACCEPTED,Yes,Documentation,Multiple Reviews,No,4,3,Low
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,MDU6SXNzdWU0MTQ1NzgxMDg=,https://github.com/dropwizard/dropwizard/issues/2663,2/26/2019 12:05:18,Miguel Pontes,NONE,male,CLOSED,4/28/2019 18:42:49,1,0,1, , ,.460347222222222, , ,61.2756944444444,61.2756944444444,1,ACCEPTED,Yes,Documentation,Multiple Reviews,No,3,3,Low
MDEwOlJlcG9zaXRvcnkxMjcyMTI5,MDU6SXNzdWU0MzcxNDQ2NDU=,https://github.com/dropwizard/dropwizard/issues/2745,4/25/2019 11:18:24,Marcos Paulo Belasco de Almeida,CONTRIBUTOR,male,CLOSED,4/29/2019 6:53:49,2,1,2,Jochen Schalanda,Artem Prigoda,.284548611111111,3.53125,3.81666666666667,3.81597222222222,3.81597222222222,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYwOTEyMDQ=,https://github.com/eclipse-ee4j/jersey/issues/900,1/14/2011 19:56:40,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,1/24/2011 16:45:45,8,0,1, , ,0,378.887896825397, ,9.86736111111111,9.86736111111111,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYwOTQ1MjE=,https://github.com/eclipse-ee4j/jersey/issues/1016,7/21/2011 8:10:50,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,11/21/2011 19:11:20,7,0,1, , ,0,410.786805555556, ,123.458333333333,123.458333333333,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYwOTczNDk=,https://github.com/eclipse-ee4j/jersey/issues/1105,11/14/2011 16:25:15,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,11/18/2011 19:17:08,14,0,1, , ,0,180.645138888889, ,4.11875,4.11875,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxMDM3MDE=,https://github.com/eclipse-ee4j/jersey/issues/1336,4/3/2012 0:22:06,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,4/11/2012 16:30:27,6,0,1, , ,0,441.616666666667, ,8.67222222222222,8.67222222222222,1,ACCEPTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxMTc2OTA=,https://github.com/eclipse-ee4j/jersey/issues/1873,11/22/2012 11:12:09,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,11/27/2012 10:49:17,5,0,1, , ,0,493.672222222222, ,4.98402777777778,4.98402777777778,1,ACCEPTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxMzUxMTI=,https://github.com/eclipse-ee4j/jersey/issues/2614,1/17/2014 16:02:43,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,9/10/2015 19:48:48,5,0,1, , ,0,388.392534722222, ,601.156944444444,601.156944444444,1,REJECTED,No,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxMzg3MjY=,https://github.com/eclipse-ee4j/jersey/issues/2729,3/22/2014 9:41:42,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,3/27/2014 13:39:16,4,0,1, , ,0,496.616203703704, ,5.16458333333333,5.16458333333333,1,ACCEPTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxNDI1MzU=,https://github.com/eclipse-ee4j/jersey/issues/2842,7/2/2014 12:02:23,Jersey Robot,CONTRIBUTOR,unknown,CLOSED,9/10/2015 19:48:48,6,0,1, , ,0,277.552916666667, ,435.323611111111,435.323611111111,1,REJECTED,Yes,Fix,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxNTUxNzc=,https://github.com/eclipse-ee4j/jersey/issues/3131,5/12/2015 11:37:42,Jersey Robot,CONTRIBUTOR,unknown,OPEN, ,8,0,1, , ,0,153.402777777778, , ,1778.51527777778,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxNjQ5MzE=,https://github.com/eclipse-ee4j/jersey/issues/3337,2/29/2016 15:57:22,Jersey Robot,CONTRIBUTOR,unknown,OPEN, ,4,0,2, , ,0,288.449305555556, , ,1485.33472222222,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjk5NTQ4Mjg=,MDU6SXNzdWUzMTYxNjkzMTA=,https://github.com/eclipse-ee4j/jersey/issues/3436,9/19/2016 16:05:04,Jersey Robot,CONTRIBUTOR,unknown,OPEN, ,3,0,1, , ,0,288.836111111111, , ,1282.32916666667,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjkyNTkyMDE=,MDU6SXNzdWUzMTQ5NzAxNjk=,https://github.com/eclipse-ee4j/mojarra/issues/2130,6/23/2011 15:18:11,Zhijun Ren,CONTRIBUTOR,male,CLOSED,6/26/2013 16:10:33,31,0,1, , ,0,82.9911574074074, ,734.036111111111,734.036111111111,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMjQyMzAyMDQ=,MDU6SXNzdWU0MzE0MzMwODg=,https://github.com/micronaut-projects/micronaut-core/issues/1510,4/10/2019 10:45:41,Emanuele Mazzotta,NONE,male,CLOSED,4/10/2019 20:47:06,2,1,1,James Kleeh,James Kleeh,.298680555555556,.11875,.417361111111111,.417361111111111,.417361111111111,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMTc2OTI3Nw==,MDU6SXNzdWU0MjUyMTE2MQ==,https://github.com/searchisko/searchisko/issues/140,9/11/2014 13:04:07,Lukáš Vlček,MEMBER,unknown,CLOSED,10/16/2014 16:10:53,5,1,3,Vlastimil Eliáš,Lukáš Vlček,20.8330787037037,15.5149305555556,.0208333333333333,35.1291666666667,35.1291666666667,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMTc2OTI3Nw==,MDU6SXNzdWU0MzAxMzI1MQ==,https://github.com/searchisko/searchisko/issues/147,9/17/2014 13:51:34,Libor Krzyzanek,MEMBER,male,CLOSED,9/24/2014 13:18:32,4,1,2,Vlastimil Eliáš,Libor Krzyzanek,.991099537037037,.268518518518518,4.76875,6.97638888888889,6.97638888888889,1,ACCEPTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMTc2OTI3Nw==,MDU6SXNzdWU0NjcxMDk0OA==,https://github.com/searchisko/searchisko/issues/184,10/24/2014 7:25:54,Lukáš Vlček,MEMBER,unknown,CLOSED,10/31/2014 14:08:46,2,1,1,Vlastimil Eliáš,Vlastimil Eliáš,6.22146990740741,1.05902777777778,.0361111111111111,7.27916666666667,7.27916666666667,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMTY5NTYxOQ==,MDU6SXNzdWUzMjg4MTE1MTM=,https://github.com/eXist-db/exist/issues/1901,6/3/2018 8:51:17,Adam Retter,MEMBER,male,OPEN, ,4,1,4,Adam Retter,Adam Retter,.292546296296296,.224537037037037,0, ,660.630555555556,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMTY5NTYxOQ==,MDU6SXNzdWU0ODc3NjM2OTE=,https://github.com/eXist-db/exist/issues/2994,8/31/2019 12:09:50,Adam Retter,MEMBER,male,OPEN, ,2,0,1, , ,4.89821759259259,67.45, , ,206.493055555556,1,PENDING,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU0Nzc4MDg5NTc=,https://github.com/quarkusio/quarkus/issues/3441,8/7/2019 9:22:31, ,MEMBER,unknown,CLOSED,10/8/2019 17:13:10,8,1,3, , ,57.1507291666667,.594742063492063,58.3104166666667,62.3263888888889,62.3263888888889,1,REJECTED,No,None,Multiple Reviews,Creator,1,1,Low
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU0OTg5OTUxMjQ=,https://github.com/quarkusio/quarkus/issues/4226,9/26/2019 16:36:19, ,MEMBER,unknown,CLOSED,9/27/2019 17:55:35,4,0,2, , ,.565127314814815,.190046296296296, ,1.05486111111111,1.05486111111111,1,ACCEPTED,No,None,Single Review,No,7,3,Medium
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU1MTc5NjIyNTQ=,https://github.com/quarkusio/quarkus/issues/5226,11/5/2019 18:52:53, ,MEMBER,unknown,CLOSED,4/9/2020 11:50:11,8,0,3, , ,.179780092592593,22.2166666666667, ,155.70625,155.70625,1,ACCEPTED,Yes,None,Multiple Reviews,Reviewer,22,2,Medium
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU1MjQyMDE2MjY=,https://github.com/quarkusio/quarkus/issues/5550,11/18/2019 8:08:41,Michał Szynkiewicz,CONTRIBUTOR,unknown,OPEN, ,4,0,2, , ,.000266203703703704,.00300925925925926, , ,127.660416666667,1,PENDING,Yes,None,Single Review,Reviewer,8,2,Medium
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU1MzQxMjc3MDU=,https://github.com/quarkusio/quarkus/issues/5994,12/6/2019 16:37:17, ,NONE,unknown,CLOSED,12/7/2019 22:48:22,3,0,2, , ,1.25769675925926,.712152777777778, ,1.25763888888889,1.25763888888889,1,REJECTED,Yes,Reproducability,No, , , , 
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU1NTg4MTM2MDc=,https://github.com/quarkusio/quarkus/issues/6950,2/3/2020 3:06:50,Stuart Douglas,MEMBER,male,CLOSED,2/6/2020 9:44:25,9,2,2,Stuart Douglas, ,.379282407407407,.0106770833333333,0,3.27569444444444,3.27569444444444,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,MDU6SXNzdWU1ODQ1NzA1MDc=,https://github.com/quarkusio/quarkus/issues/7994,3/19/2020 17:16:42,Ladislav Thon,CONTRIBUTOR,male,CLOSED,3/24/2020 12:18:26,5,0,3, , ,.000625,.9625, ,4.79236111111111,4.79236111111111,1,ACCEPTED,Yes,Reproducability,Multiple Reviews,Creator,8,3,Medium
MDEwOlJlcG9zaXRvcnkxMzMxMzQwMDc=,MDU6SXNzdWU0MTUxNDQ4OTI=,https://github.com/OpenAPITools/openapi-generator/issues/2253,2/27/2019 14:13:28,Jonathan Leitschuh,CONTRIBUTOR,male,CLOSED,6/12/2019 11:55:07,7,0,3, , ,.00388888888888889,17.4789351851852, ,104.903472222222,104.903472222222,1,ACCEPTED,Yes,CVE,Single Review,Reviewer,6,1,Low
MDEwOlJlcG9zaXRvcnkxMzU1Nzk2Nzc=,MDU6SXNzdWU0NTI1MjE4NTE=,https://github.com/odpi/egeria/issues/1108,6/5/2019 14:06:47,Nigel Jones,MEMBER,male,CLOSED,1/9/2020 17:20:07,2,1,2,Nigel Jones,Bogdan Sava,.017650462962963,218.115972222222,43.8791666666667,218.134027777778,218.134027777778,1,REJECTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxNDg0NzMyMTE=,MDU6SXNzdWUzNzMwMzI2MzY=,https://github.com/devonfw/devon4j/issues/28,10/23/2018 14:30:54,Jörg Hohwiller,MEMBER,male,CLOSED,10/30/2018 14:17:18,4,0,1, , ,.000462962962962963,2.32962962962963, ,6.99027777777778,6.99027777777778,1,ACCEPTED,Yes,None,No Review,Creator,0,0,Low
MDEwOlJlcG9zaXRvcnkxNDMyOTE5ODk=,MDU6SXNzdWUzODQ5MTc5MTk=,https://github.com/uyuni-project/uyuni/issues/342,11/27/2018 17:58:49,Klaus Kämpf,NONE,male,CLOSED,11/29/2018 15:10:25,2,1,2,Luis Neves,Luis Neves,1.80626157407407,.0611111111111111,1.86736111111111,1.88263888888889,1.88263888888889,1,ACCEPTED,Yes,Documentation,Single Review,No,2,1,Low
MDEwOlJlcG9zaXRvcnkxNDYyODU4Mjc=,MDU6SXNzdWU0MzA0NDQyMTg=,https://github.com/oracle/helidon/issues/552,4/8/2019 13:13:47,Martin Sladecek,MEMBER,male,CLOSED,5/9/2019 16:48:29,6,2,3,Santiago Pericasgeertsen,Tomas Langer,.0478472222222222,3.15319444444444,.0465277777777778,31.1486111111111,31.1486111111111,1,ACCEPTED,Yes,Documentation,Single Review,No,2,1,Low
MDEwOlJlcG9zaXRvcnkxNDYyODU4Mjc=,MDU6SXNzdWU1MzM0MTgwMjg=,https://github.com/oracle/helidon/issues/1185,12/5/2019 15:21:06,Martin Sladecek,MEMBER,male,CLOSED,12/16/2019 21:16:39,4,0,1, , ,7.10434027777778,.247453703703704, ,11.2465277777778,11.2465277777778,1,ACCEPTED,Yes,Documentation,Single Review,No,0,0,Low
MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,MDU6SXNzdWUxMjE1OTQ0Njc=,https://github.com/cryptomator/cryptomator/issues/119,12/10/2015 22:41:28,Sebastian Stenzel,MEMBER,male,OPEN, ,6,1,3,Markus Kreusch,Sebastian Stenzel,15.6151388888889,12.3870833333333,77.4784722222222, ,1566.05416666667,1,PENDING,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxNjQ0NjA5OQ==,MDU6SXNzdWUxMjQ2ODEzNDI=,https://github.com/cryptomator/cryptomator/issues/128,1/4/2016 0:39:40, ,NONE,unknown,CLOSED,2/22/2016 22:19:05,8,0,2, , ,.333460648148148,.192261904761905, ,49.9020833333333,49.9020833333333,1,ACCEPTED,Yes,Documentation,No, , , , 
MDEwOlJlcG9zaXRvcnkxNTc1OTU2,MDU6SXNzdWUzNzUyMTI5MTQ=,https://github.com/apache/bookkeeper/issues/1767,10/29/2018 20:56:32,Sijie Guo,MEMBER,unknown,CLOSED,11/3/2018 17:41:25,2,0,2, , ,2.02222222222222,.0541666666666667, ,4.86388888888889,4.86388888888889,1,ACCEPTED,Yes,Documentation,Multiple Reviews,Reviewer,11,2,Medium
MDEwOlJlcG9zaXRvcnkxNTE3MzU2Mw==,MDU6SXNzdWU0MTMwODc0OTI=,https://github.com/codice/ddf/issues/4419,2/21/2019 19:30:39,Garrett,CONTRIBUTOR,male,CLOSED,3/26/2020 20:50:25,1,1,1,Garrett,Garrett,392.023935185185, ,0,399.054861111111,399.054861111111,1,REJECTED,Yes,None,No, , , , 
MDEwOlJlcG9zaXRvcnkxNzY2MjAyMg==,MDU6SXNzdWU0NDkyNjA1Ng==,https://github.com/bisq-network/bisq/issues/165,10/5/2014 19:28:40,Chris Beams,MEMBER,male,CLOSED,7/7/2015 10:04:03,1,1,1,Chris Beams,Chris Beams,52.7209259259259, ,6.05347222222222,274.607638888889,274.607638888889,1,REJECTED,No,None,No, , , , 
